Country,Year,Food Category,Total Waste (Tons),Economic Loss (Million $),Avg Waste per Capita (Kg),Population (Million),Household Waste (%),Cluster
Brazil,2018,Fruits & Vegetables,49446.48,52898.91,46.3,1013.71,35.07,1
Germany,2022,Dairy Products,740.9900000000016,831.8600000000006,53.1,1360.46,33.61,0
Brazil,2018,Grains & Cereals,2436.5,2216.8499999999985,61.08,908.5,60.28,0
Argentina,2018,Prepared Food,11181.65,13164.79,122.54,40.62,33.98,0
UK,2022,Dairy Products,49529.61,52776.18,118.72,903.19,41.13,1
South Korea,2019,Frozen Food,31383.34,36151.6,66.73,1204.84,33.69,1
Spain,2018,Beverages,26441.53,27000.75,103.49,425.03,38.32,1
China,2018,Dairy Products,9960.729999999998,11541.31,70.91,981.92,60.93,0
Canada,2022,Dairy Products,25268.13,22719.63,60.51,352.62,32.32,0
Russia,2019,Dairy Products,3732.529999999999,4168.82,113.6,1019.37,56.76,0
France,2018,Bakery Items,13444.76,14984.01,163.9,511.76,51.04,0
Mexico,2022,Fruits & Vegetables,42384.09,36474.21,67.16,943.85,54.9,1
Indonesia,2019,Beverages,23745.49,20351.51,20.09,60.25,68.29,0
Russia,2024,Meat & Seafood,7620.639999999999,8232.41,175.09,1322.56,61.92,0
USA,2018,Frozen Food,46203.29,51020.59,64.26,1231.34,59.36,1
Argentina,2022,Fruits & Vegetables,49520.12,43991.89,53.18,1390.46,30.72,1
India,2020,Prepared Food,5505.18,6279.760000000002,37.04,742.35,62.9,0
China,2020,Fruits & Vegetables,28052.23,32720.64,142.25,416.66,42.46,1
Japan,2023,Beverages,36013.66,34055.43,28.84,1218.87,45.61,1
India,2020,Dairy Products,32563.44,33379.0,36.13,1181.29,33.99,1
Mexico,2019,Beverages,8970.529999999999,10242.069999999998,51.07,118.38,38.04,0
South Korea,2018,Prepared Food,8375.59,9834.62,174.41,103.26,54.9,0
Canada,2023,Grains & Cereals,42828.76,44223.92,108.41,1372.05,39.46,1
Mexico,2018,Prepared Food,11621.64,13270.71,172.63,1099.3,40.96,0
Canada,2024,Dairy Products,47299.18,47088.76,69.3,1087.99,50.75,1
Turkey,2018,Bakery Items,32067.33,35582.94,67.69,1068.74,57.59,1
Turkey,2020,Beverages,20253.99,19827.79,141.59,1243.45,56.42,0
Russia,2021,Bakery Items,16436.49,13228.23,189.1,833.92,65.99,0
Canada,2020,Fruits & Vegetables,7871.049999999999,6643.779999999999,69.87,451.84,43.88,0
Canada,2021,Dairy Products,17352.04,19072.79,125.83,622.35,62.97,0
Germany,2021,Grains & Cereals,48936.24,52003.78,110.24,210.58,33.11,1
UK,2018,Meat & Seafood,45513.32,41588.01,33.52,1267.31,64.9,1
Italy,2024,Bakery Items,13588.97,12125.32,192.19,430.73,38.93,0
India,2024,Bakery Items,42905.2,43781.19,147.07,866.71,33.3,1
Italy,2019,Frozen Food,13942.38,11285.35,182.91,792.65,52.79,0
Italy,2021,Dairy Products,6632.860000000001,6267.869999999999,37.73,246.88,34.72,0
Mexico,2022,Bakery Items,39084.33,38765.74,137.49,443.4,52.83,1
Japan,2021,Grains & Cereals,24682.87,29268.22,95.83,652.14,65.5,1
Canada,2022,Dairy Products,37496.51,42211.61,156.9,70.03,46.42,1
India,2019,Bakery Items,15309.05,17658.66,55.57,766.96,58.06,0
Indonesia,2020,Bakery Items,9225.11,9884.54,119.89,932.8,54.24,0
Germany,2022,Bakery Items,17933.14,16338.87,55.04,533.84,35.51,0
France,2022,Prepared Food,47744.44,53650.75,31.56,760.44,51.24,1
France,2023,Bakery Items,24942.52,22397.14,156.77,791.47,31.11,0
Mexico,2019,Meat & Seafood,21830.31,25941.84,135.31,888.62,49.82,0
UK,2024,Grains & Cereals,38667.49,32165.91,104.41,759.94,41.99,1
Saudi Arabia,2022,Prepared Food,1452.8899999999994,1463.5299999999988,151.26,967.76,58.87,0
Brazil,2022,Dairy Products,11765.21,13641.61,174.43,1237.19,53.33,0
UK,2023,Meat & Seafood,20556.93,17089.99,48.42,1128.96,35.93,0
South Africa,2018,Fruits & Vegetables,6607.860000000001,6138.700000000001,71.26,534.93,39.16,0
Russia,2022,Meat & Seafood,17362.26,16343.72,139.27,710.02,69.66,0
Canada,2023,Prepared Food,32521.12,32543.38,136.11,754.46,58.45,1
China,2020,Frozen Food,48689.95,41106.23,93.46,746.18,58.69,1
USA,2020,Bakery Items,29313.73,30309.69,143.83,1291.82,62.22,1
France,2019,Meat & Seafood,22523.27,25385.21,197.42,939.34,68.04,0
Mexico,2023,Bakery Items,41431.57,41218.18,87.76,644.84,46.69,1
Turkey,2020,Bakery Items,13613.53,13351.41,66.86,320.08,37.03,0
Turkey,2019,Bakery Items,44602.78,51869.78,24.9,1182.44,67.01,1
Russia,2023,Fruits & Vegetables,33865.11,38931.11,113.98,353.68,49.73,1
Turkey,2022,Meat & Seafood,34057.08,39020.78,184.44,361.57,48.02,1
UK,2022,Dairy Products,4585.299999999999,5242.220000000001,190.76,683.92,60.47,0
Indonesia,2023,Dairy Products,3191.5699999999997,3288.8300000000017,59.33,841.8,34.68,0
Canada,2019,Bakery Items,37475.82,30740.02,87.45,992.1,53.04,1
Brazil,2018,Fruits & Vegetables,15547.35,12545.33,150.15,1166.98,68.46,0
Indonesia,2020,Prepared Food,33358.71,35916.66,165.02,1075.65,55.68,1
France,2018,Bakery Items,1508.8499999999985,1646.3100000000013,71.49,1345.58,37.09,0
UK,2021,Dairy Products,38783.98,31056.35,22.59,577.65,32.95,1
China,2020,Grains & Cereals,14578.42,12421.07,27.85,989.21,50.57,0
Saudi Arabia,2018,Beverages,38111.67,34589.19,193.35,1339.54,41.17,1
Saudi Arabia,2022,Beverages,24701.03,25708.18,54.58,1017.71,57.49,0
Japan,2023,Meat & Seafood,7153.419999999998,7576.529999999999,161.84,773.92,68.05,0
Russia,2018,Meat & Seafood,24143.37,22274.87,101.35,183.01,56.08,0
Spain,2023,Dairy Products,19324.44,22476.63,132.93,131.5,32.01,0
Mexico,2023,Meat & Seafood,515.2999999999993,467.630000000001,78.96,70.77,56.56,0
South Africa,2024,Dairy Products,42244.94,47489.87,110.12,909.79,47.89,1
China,2020,Grains & Cereals,44945.69,52772.31,73.47,965.26,57.2,1
Saudi Arabia,2018,Grains & Cereals,31149.31,36064.1,186.72,796.75,54.05,1
Canada,2022,Grains & Cereals,19812.18,21933.49,39.2,1005.65,44.74,0
Saudi Arabia,2019,Prepared Food,44530.83,45440.33,159.81,1322.8,32.91,1
South Africa,2020,Prepared Food,43497.58,35854.37,34.54,856.38,69.45,1
USA,2023,Bakery Items,37466.65,37017.5,42.3,575.13,53.65,1
Australia,2020,Dairy Products,42719.21,36764.09,103.18,862.97,42.85,1
Turkey,2024,Fruits & Vegetables,25477.84,26272.99,143.08,432.71,55.54,1
Saudi Arabia,2019,Prepared Food,33716.46,28974.75,181.97,309.42,66.12,1
South Africa,2022,Beverages,33231.3,33766.93,113.61,1232.97,50.24,1
Mexico,2022,Beverages,12742.04,12835.43,66.34,683.77,42.23,0
Australia,2018,Beverages,49778.91,43169.98,36.84,458.89,64.3,1
UK,2020,Fruits & Vegetables,20105.44,20917.28,106.83,706.58,63.68,0
USA,2024,Beverages,38466.65,45817.07,134.68,901.1,40.37,1
Russia,2022,Beverages,29561.89,27591.25,169.82,949.89,39.65,1
UK,2022,Grains & Cereals,2157.209999999999,2050.6699999999983,27.7,1299.73,45.37,0
Saudi Arabia,2020,Fruits & Vegetables,26368.68,23936.55,155.26,28.75,40.87,0
Russia,2018,Fruits & Vegetables,33562.71,39533.6,139.08,827.58,62.05,1
Mexico,2020,Frozen Food,9609.169999999998,8928.64,186.83,62.41,42.17,0
Indonesia,2020,Frozen Food,21546.05,17858.81,111.91,742.85,65.52,0
Argentina,2021,Fruits & Vegetables,49285.44,58668.96,128.67,56.65,42.63,1
Canada,2020,Fruits & Vegetables,25902.43,29646.51,189.28,489.32,43.8,1
Saudi Arabia,2018,Dairy Products,10602.679999999998,12099.68,36.26,313.94,67.52,0
China,2018,Bakery Items,5502.68,6029.139999999999,191.85,853.33,67.56,0
Argentina,2018,Bakery Items,9028.010000000002,7669.529999999999,28.27,997.9,62.97,0
Spain,2023,Meat & Seafood,11862.67,10071.38,136.18,1384.63,40.99,0
Indonesia,2023,Fruits & Vegetables,11877.33,9911.33,164.78,269.03,61.79,0
Indonesia,2023,Bakery Items,22177.05,19044.94,106.83,1124.13,62.86,0
France,2023,Grains & Cereals,17060.48,15970.34,182.68,97.29,69.69,0
Spain,2018,Dairy Products,22079.89,24757.97,61.95,1372.67,47.95,0
Italy,2018,Dairy Products,29030.31,28892.66,153.79,762.69,46.28,1
South Korea,2019,Dairy Products,10124.27,10160.74,154.42,242.87,34.29,0
South Africa,2020,Frozen Food,41869.35,41561.96,117.62,1390.71,43.85,1
Canada,2020,Bakery Items,30612.78,29423.02,69.19,841.71,52.57,1
Mexico,2018,Beverages,16676.99,15802.19,140.28,1308.9,51.48,0
France,2024,Grains & Cereals,4646.459999999999,5532.060000000001,31.12,350.61,54.91,0
South Korea,2024,Bakery Items,7710.619999999999,8555.34,82.11,38.08,31.74,0
USA,2022,Meat & Seafood,39571.91,37077.05,89.73,612.95,52.89,1
Russia,2024,Fruits & Vegetables,43629.68,40012.99,20.87,787.2,43.97,1
South Africa,2019,Grains & Cereals,34179.49,37491.34,182.41,147.33,38.61,1
France,2021,Frozen Food,32642.85,31509.7,47.56,551.83,52.91,1
South Korea,2021,Prepared Food,13763.5,13330.87,84.12,598.94,60.68,0
Indonesia,2023,Frozen Food,37589.73,35781.77,79.67,1203.93,34.59,1
France,2020,Frozen Food,47544.6,38386.61,153.13,629.59,59.99,1
USA,2023,Meat & Seafood,4220.330000000002,4951.630000000001,37.86,290.17,54.36,0
South Korea,2018,Dairy Products,20192.24,22576.99,147.53,21.62,30.38,0
UK,2019,Dairy Products,48064.86,43609.06,74.99,426.47,50.64,1
UK,2024,Beverages,28113.02,22698.02,108.53,191.39,32.73,1
Russia,2024,Fruits & Vegetables,32749.78,35677.31,130.84,574.11,57.17,1
UK,2018,Frozen Food,18838.27,16086.77,53.22,1219.41,44.94,0
Russia,2024,Grains & Cereals,46372.26,48183.74,181.94,453.34,45.24,1
China,2018,Meat & Seafood,40724.83,34325.21,167.3,831.65,66.77,1
Russia,2021,Frozen Food,28669.98,30460.6,107.63,721.12,40.53,1
Italy,2022,Prepared Food,27081.29,24870.73,52.05,1101.68,58.15,1
Canada,2019,Bakery Items,13508.24,15870.96,175.87,481.19,37.14,0
Russia,2020,Prepared Food,3043.2000000000007,2749.9000000000015,143.94,493.01,58.75,0
South Africa,2023,Beverages,8389.64,7379.73,155.47,1172.12,56.23,0
Argentina,2023,Fruits & Vegetables,40294.06,35993.26,157.24,620.35,67.19,1
Canada,2019,Meat & Seafood,22942.54,19760.77,39.8,1156.17,34.56,0
Italy,2023,Frozen Food,40851.8,40926.25,47.25,1080.35,33.56,1
Turkey,2019,Prepared Food,34166.4,40937.71,105.59,419.51,44.3,1
Russia,2019,Prepared Food,31130.68,34061.13,94.35,208.45,63.21,1
Brazil,2023,Grains & Cereals,14249.66,14160.14,77.06,639.32,47.96,0
Indonesia,2018,Dairy Products,5962.529999999999,5420.450000000001,79.01,182.36,53.08,0
Argentina,2021,Fruits & Vegetables,44001.94,46100.59,127.6,828.31,36.72,1
Saudi Arabia,2020,Dairy Products,28279.75,25265.27,67.41,910.03,51.75,1
Australia,2021,Dairy Products,5147.130000000001,4816.4000000000015,137.27,603.46,47.62,0
Russia,2019,Fruits & Vegetables,6994.9000000000015,6098.700000000001,52.34,51.37,56.99,0
Turkey,2022,Prepared Food,7696.779999999999,8450.599999999999,77.25,1340.4,41.97,0
Brazil,2023,Dairy Products,32010.17,35709.12,64.25,1231.62,53.26,1
South Korea,2023,Frozen Food,4159.18,4790.84,46.69,1251.98,31.27,0
China,2021,Meat & Seafood,1264.6800000000003,1294.0200000000004,94.71,223.83,65.76,0
UK,2023,Prepared Food,13538.84,13488.94,118.35,1357.24,59.54,0
Australia,2024,Dairy Products,7143.709999999999,7952.529999999999,27.61,88.75,54.41,0
South Africa,2023,Frozen Food,24038.76,22319.98,63.27,1189.87,49.05,0
India,2018,Grains & Cereals,6040.4000000000015,6825.510000000002,185.41,860.1,34.1,0
France,2018,Dairy Products,41959.48,33789.28,100.25,122.85,42.52,1
UK,2024,Frozen Food,3044.540000000001,3598.9000000000015,177.55,1285.61,40.26,0
Japan,2021,Beverages,2124.6800000000003,1743.5400000000009,199.84,326.11,31.79,0
South Africa,2023,Bakery Items,4162.130000000001,3946.2999999999993,97.69,739.64,50.14,0
China,2021,Bakery Items,1116.5,1142.630000000001,46.69,1295.29,37.5,0
Canada,2018,Meat & Seafood,15659.36,15841.03,120.0,570.92,67.11,0
South Korea,2023,Dairy Products,41189.15,40978.8,104.1,323.72,46.78,1
Argentina,2020,Beverages,13192.66,12870.35,138.68,1347.93,33.52,0
China,2019,Prepared Food,26698.82,23943.29,164.01,1267.25,44.77,1
India,2023,Frozen Food,11292.96,12418.68,191.13,690.74,61.75,0
Saudi Arabia,2024,Meat & Seafood,6791.869999999999,5504.779999999999,191.39,72.75,62.61,0
UK,2022,Grains & Cereals,7115.91,7979.119999999999,40.1,175.89,61.09,0
Turkey,2020,Frozen Food,16740.03,13885.5,102.4,232.44,34.55,0
South Korea,2021,Bakery Items,36475.35,36156.44,169.79,185.45,68.82,1
Argentina,2023,Beverages,7329.989999999998,7119.510000000002,27.24,774.64,49.72,0
South Africa,2019,Grains & Cereals,30026.37,30917.26,176.89,550.44,43.47,1
Spain,2023,Beverages,43508.87,38666.55,70.84,1354.06,60.11,1
Italy,2018,Meat & Seafood,39209.05,45135.64,83.84,531.02,42.72,1
Spain,2024,Frozen Food,14042.05,13913.87,159.81,671.9,58.43,0
Australia,2023,Frozen Food,45075.81,49946.6,98.29,918.86,50.72,1
Russia,2020,Frozen Food,2396.529999999999,2509.0600000000013,193.85,1394.56,40.43,0
Australia,2023,Dairy Products,37062.88,34362.98,36.36,1205.59,37.88,1
India,2019,Beverages,16866.23,14349.29,34.73,1331.25,50.21,0
Japan,2018,Bakery Items,22795.27,27006.77,49.55,1224.24,59.55,0
Canada,2021,Prepared Food,43186.82,38566.31,37.63,1012.7,43.84,1
Japan,2023,Fruits & Vegetables,23699.63,24189.61,70.28,1303.1,49.77,0
Russia,2018,Prepared Food,5143.07,4171.23,119.45,108.34,32.72,0
Turkey,2021,Grains & Cereals,23679.43,24717.39,105.91,24.62,57.96,0
Saudi Arabia,2021,Frozen Food,27720.79,23629.95,35.7,483.41,49.31,1
Russia,2022,Meat & Seafood,22093.45,22206.46,43.27,636.0,57.83,0
South Korea,2018,Dairy Products,3556.9799999999996,3687.9799999999996,153.96,888.42,63.18,0
Canada,2024,Beverages,13936.71,13293.1,31.23,548.69,57.03,0
USA,2022,Bakery Items,2909.4199999999983,3013.5699999999997,165.59,497.79,61.8,0
China,2019,Bakery Items,42999.33,46248.08,176.09,238.5,49.62,1
Mexico,2018,Prepared Food,30566.99,29522.29,132.9,773.92,43.74,1
Germany,2024,Fruits & Vegetables,9448.440000000002,9574.78,136.95,395.09,36.7,0
Australia,2021,Fruits & Vegetables,6306.540000000001,6017.220000000001,160.2,1257.48,31.07,0
USA,2018,Frozen Food,17195.43,16888.39,76.79,302.27,38.31,0
Saudi Arabia,2020,Prepared Food,13560.18,12193.31,198.08,1021.17,69.1,0
Australia,2018,Bakery Items,27437.11,32891.88,196.25,711.52,64.94,1
Japan,2022,Grains & Cereals,34191.95,27453.58,88.82,1025.12,61.86,1
Turkey,2023,Beverages,27838.3,22942.91,107.53,768.74,49.26,1
Spain,2024,Meat & Seafood,32261.02,30056.23,37.22,1061.95,42.26,1
Italy,2018,Bakery Items,46469.96,43064.09,62.5,1228.7,33.73,1
India,2021,Meat & Seafood,28457.93,28368.1,151.29,138.07,55.36,1
Spain,2018,Meat & Seafood,32782.58,28850.82,50.32,237.61,36.67,1
Turkey,2023,Prepared Food,29270.96,28088.74,53.89,194.08,44.06,1
South Africa,2018,Bakery Items,46279.34,49889.95,59.23,26.96,45.35,1
Brazil,2023,Meat & Seafood,30627.2,32844.64,191.73,453.18,50.42,1
Indonesia,2020,Beverages,19025.02,15990.02,93.52,350.41,63.87,0
Argentina,2024,Dairy Products,24562.19,22556.23,163.15,799.37,33.17,0
UK,2024,Fruits & Vegetables,13311.78,15226.26,49.49,93.63,39.37,0
South Korea,2024,Prepared Food,11274.34,9453.839999999998,162.85,898.82,49.86,0
Germany,2020,Beverages,20221.65,18088.05,196.72,469.53,39.07,0
South Korea,2022,Grains & Cereals,36554.67,38456.4,132.92,327.44,65.88,1
Turkey,2020,Frozen Food,36147.05,34984.68,105.09,1336.0,39.14,1
Germany,2018,Fruits & Vegetables,9120.46,9814.789999999999,145.25,1389.14,55.12,0
Brazil,2023,Grains & Cereals,31856.68,28869.02,185.37,820.56,38.64,1
Germany,2020,Meat & Seafood,12106.78,13854.25,25.09,263.9,58.18,0
South Korea,2019,Prepared Food,48412.38,45154.71,82.96,410.8,66.45,1
Canada,2019,Meat & Seafood,25633.36,28551.45,184.24,1198.29,33.35,1
Turkey,2020,Fruits & Vegetables,23142.09,21236.33,21.84,943.38,35.6,0
Indonesia,2018,Prepared Food,44944.16,47468.77,135.79,1222.91,43.53,1
India,2020,Prepared Food,34376.02,33216.93,31.23,341.62,37.43,1
France,2021,Prepared Food,8164.82,7396.43,55.7,974.57,31.37,0
UK,2018,Grains & Cereals,15882.09,17533.35,64.38,43.75,56.53,0
Argentina,2021,Prepared Food,17180.08,16230.16,167.41,555.15,53.84,0
India,2023,Beverages,35046.88,28836.4,61.06,877.75,32.48,1
Japan,2019,Dairy Products,18282.9,19907.88,117.04,218.42,61.1,0
Turkey,2019,Frozen Food,27908.29,31702.71,122.95,839.65,65.67,1
Spain,2018,Meat & Seafood,24333.7,23559.3,144.41,764.54,48.55,0
China,2021,Grains & Cereals,27103.78,29818.56,34.95,724.83,40.83,1
Argentina,2019,Meat & Seafood,23412.25,23514.13,178.36,712.72,33.65,0
Turkey,2021,Grains & Cereals,24006.25,24000.12,149.3,346.78,65.24,0
Japan,2020,Frozen Food,20684.6,23718.31,177.96,906.28,34.47,0
Russia,2019,Beverages,43986.15,45143.65,98.37,806.13,42.78,1
Indonesia,2019,Meat & Seafood,43932.7,51906.76,52.28,1223.81,32.22,1
Russia,2022,Prepared Food,34297.8,39263.78,50.86,1032.2,62.91,1
South Africa,2019,Prepared Food,46009.35,45497.33,40.04,1157.17,66.58,1
Japan,2023,Dairy Products,34738.28,27945.72,133.57,126.33,57.38,1
Germany,2024,Beverages,32804.56,27648.66,199.49,832.19,44.46,1
Australia,2018,Prepared Food,16184.37,13070.43,87.6,779.58,52.8,0
India,2023,Beverages,29511.37,26246.42,29.4,55.16,44.16,1
Germany,2019,Grains & Cereals,31122.24,29274.75,53.28,1090.38,50.42,1
Germany,2024,Dairy Products,7521.02,6162.0999999999985,125.48,811.53,47.85,0
Argentina,2022,Meat & Seafood,28725.46,28821.33,126.02,412.4,48.87,1
Italy,2018,Bakery Items,18905.86,18077.94,47.45,630.44,67.55,0
China,2021,Meat & Seafood,44966.77,51324.35,194.58,743.47,51.68,1
Saudi Arabia,2020,Fruits & Vegetables,30142.42,34331.56,185.41,182.81,67.21,1
Turkey,2024,Frozen Food,1034.7799999999988,918.7799999999988,144.59,1097.06,40.69,0
France,2020,Dairy Products,23031.76,25472.53,117.75,1061.09,36.45,0
Italy,2023,Grains & Cereals,22878.01,18853.74,96.88,731.86,60.9,0
Mexico,2019,Bakery Items,31125.26,28142.7,128.08,902.52,49.78,1
South Korea,2019,Dairy Products,47749.85,39215.5,82.49,514.45,58.21,1
Turkey,2021,Grains & Cereals,40454.79,34950.62,42.27,1135.99,66.63,1
UK,2024,Frozen Food,39984.13,38330.43,165.75,849.12,45.39,1
Italy,2021,Meat & Seafood,23379.55,21260.31,97.11,1086.35,56.15,0
Indonesia,2018,Frozen Food,47458.45,55336.83,20.91,1379.22,67.83,1
China,2020,Frozen Food,20230.7,24122.91,32.23,920.19,63.28,0
Argentina,2020,Prepared Food,36543.9,42077.44,75.66,742.48,67.38,1
Japan,2020,Meat & Seafood,37140.65,31065.59,160.89,194.7,47.41,1
USA,2018,Grains & Cereals,14616.52,17039.16,165.79,283.04,51.55,0
UK,2019,Frozen Food,28457.58,28855.92,156.07,1277.54,66.16,1
Russia,2019,Grains & Cereals,37997.83,43183.88,104.24,268.41,61.82,1
Germany,2019,Fruits & Vegetables,4786.610000000001,4613.139999999999,56.82,687.26,37.9,0
Argentina,2019,Bakery Items,34188.55,27863.12,100.58,1126.98,52.19,1
Spain,2022,Fruits & Vegetables,34773.59,38031.52,147.56,665.77,31.45,1
Turkey,2022,Fruits & Vegetables,22312.82,23816.82,165.49,680.69,46.33,0
India,2024,Beverages,14354.36,15921.53,83.92,777.68,34.24,0
Indonesia,2019,Frozen Food,23496.66,22381.03,79.81,637.86,50.8,0
Mexico,2018,Meat & Seafood,27955.74,27444.88,180.8,107.24,48.54,1
South Africa,2023,Dairy Products,8999.879999999997,8655.150000000001,196.23,1269.93,46.42,0
South Africa,2019,Frozen Food,8371.48,8826.82,92.24,543.11,69.38,0
Indonesia,2019,Grains & Cereals,7175.299999999999,7270.200000000001,31.16,195.78,34.31,0
France,2019,Frozen Food,35394.14,33417.83,73.87,876.52,49.58,1
France,2018,Dairy Products,44601.51,40578.39,48.8,163.0,36.99,1
South Africa,2019,Prepared Food,16335.15,15430.81,23.54,1127.34,49.23,0
South Africa,2024,Prepared Food,44823.94,52763.9,103.61,227.69,54.66,1
South Africa,2020,Frozen Food,9384.38,11112.64,47.73,1318.98,54.46,0
India,2024,Fruits & Vegetables,3826.59,3414.2299999999996,167.08,1380.53,32.44,0
Japan,2019,Grains & Cereals,23249.73,20742.89,165.17,234.1,48.61,0
Turkey,2024,Fruits & Vegetables,32314.45,34638.56,25.06,1144.69,50.94,1
Mexico,2021,Dairy Products,4823.970000000001,4800.669999999998,93.91,699.56,41.68,0
Saudi Arabia,2024,Grains & Cereals,14124.13,12918.47,198.89,800.59,37.68,0
Germany,2019,Fruits & Vegetables,36202.16,35040.6,48.78,1147.96,59.31,1
India,2018,Grains & Cereals,502.6100000000006,406.6899999999987,159.84,818.87,66.1,0
Germany,2022,Meat & Seafood,31865.01,30788.79,181.09,1304.01,58.7,1
India,2018,Fruits & Vegetables,6328.459999999999,6402.799999999999,77.93,643.42,68.82,0
Spain,2019,Frozen Food,4760.529999999999,4322.82,45.4,981.51,54.37,0
UK,2024,Beverages,42759.18,42036.89,117.14,483.78,48.8,1
Spain,2022,Grains & Cereals,31901.94,36181.41,103.08,157.45,41.4,1
Australia,2018,Bakery Items,13304.77,14606.84,73.11,1051.66,31.58,0
Indonesia,2018,Dairy Products,26115.0,30823.67,144.24,1182.14,61.77,1
India,2021,Grains & Cereals,38697.27,39372.59,164.88,1322.3,53.28,1
Spain,2018,Grains & Cereals,4642.489999999998,5249.630000000001,195.04,925.89,35.89,0
Spain,2020,Dairy Products,32534.82,28567.08,55.41,548.24,44.9,1
Saudi Arabia,2018,Prepared Food,33461.64,38879.36,46.66,74.94,36.02,1
Germany,2018,Dairy Products,29875.17,26717.15,152.07,1029.81,60.95,1
Brazil,2023,Frozen Food,30809.52,29577.54,165.09,1303.11,59.56,1
China,2019,Prepared Food,29803.85,33831.42,124.2,549.85,48.68,1
Indonesia,2024,Fruits & Vegetables,40420.06,41377.71,148.52,1078.09,66.05,1
Mexico,2018,Grains & Cereals,29193.22,32608.45,153.99,920.99,58.96,1
Australia,2018,Prepared Food,19741.34,21470.57,156.2,362.02,31.69,0
Japan,2020,Frozen Food,9847.13,7935.0,154.39,1322.17,58.36,0
China,2024,Meat & Seafood,21595.8,20770.57,187.58,363.04,38.62,0
Japan,2022,Meat & Seafood,19458.71,22447.19,82.62,1061.73,50.84,0
Canada,2022,Bakery Items,40766.07,40014.78,102.87,956.46,69.94,1
South Korea,2023,Beverages,7828.630000000001,6513.48,174.68,1393.99,33.43,0
Saudi Arabia,2022,Beverages,15899.39,16551.56,196.11,1357.47,68.19,0
India,2021,Frozen Food,10037.839999999998,10618.35,107.95,1192.38,64.2,0
Italy,2019,Dairy Products,28818.65,26518.28,185.1,890.73,32.16,1
Australia,2023,Prepared Food,13625.18,13845.11,128.26,12.22,69.8,0
